"activityname";"subjectID";"mean.value.";"variable.signal";"variable.calc";"variable.direction"
"126";"LAYING";2;-0.989718095208333;"tBodyGyroJerkMag";"std()";""
"127";"LAYING";2;-0.976725059791667;"fBodyAcc";"mean()";"X"
"128";"LAYING";2;-0.979800877916667;"fBodyAcc";"mean()";"Y"
"129";"LAYING";2;-0.984380981875;"fBodyAcc";"mean()";"Z"
"130";"LAYING";2;-0.973246482083333;"fBodyAcc";"std()";"X"
"131";"LAYING";2;-0.981025105625;"fBodyAcc";"std()";"Y"
"132";"LAYING";2;-0.984792185;"fBodyAcc";"std()";"Z"
"133";"LAYING";2;-0.146482792591667;"fBodyAcc";"meanFreq()";"X"
"134";"LAYING";2;0.2572894655;"fBodyAcc";"meanFreq()";"Y"
"135";"LAYING";2;0.402532553395833;"fBodyAcc";"meanFreq()";"Z"
"136";"LAYING";2;-0.985813630833333;"fBodyAccJerk";"mean()";"X"
"137";"LAYING";2;-0.982768250416667;"fBodyAccJerk";"mean()";"Y"
"138";"LAYING";2;-0.986197134583333;"fBodyAccJerk";"mean()";"Z"
"139";"LAYING";2;-0.987250255833333;"fBodyAccJerk";"std()";"X"
"140";"LAYING";2;-0.984987392916667;"fBodyAccJerk";"std()";"Y"
"141";"LAYING";2;-0.989345368541667;"fBodyAccJerk";"std()";"Z"
"142";"LAYING";2;0.159808328563875;"fBodyAccJerk";"meanFreq()";"X"
"143";"LAYING";2;0.1212064240125;"fBodyAccJerk";"meanFreq()";"Y"
"144";"LAYING";2;0.190558218145833;"fBodyAccJerk";"meanFreq()";"Z"
"145";"LAYING";2;-0.9864311425;"fBodyGyro";"mean()";"X"
"146";"LAYING";2;-0.983321635416667;"fBodyGyro";"mean()";"Y"
"147";"LAYING";2;-0.9626718875;"fBodyGyro";"mean()";"Z"
"148";"LAYING";2;-0.988860685833333;"fBodyGyro";"std()";"X"
"149";"LAYING";2;-0.981910616458333;"fBodyGyro";"std()";"Y"
"150";"LAYING";2;-0.963174222291667;"fBodyGyro";"std()";"Z"
"151";"LAYING";2;0.10261131938125;"fBodyGyro";"meanFreq()";"X"
"152";"LAYING";2;0.04228066839375;"fBodyGyro";"meanFreq()";"Y"
"153";"LAYING";2;0.0552985986479167;"fBodyGyro";"meanFreq()";"Z"
"154";"LAYING";2;-0.975110196458333;"fBodyAccMag";"mean()";""
"155";"LAYING";2;-0.975121387916667;"fBodyAccMag";"std()";""
"156";"LAYING";2;0.2662982125;"fBodyAccMag";"meanFreq()";""
"157";"LAYING";2;-0.985374114791667;"fBodyBodyAccJerkMag";"mean()";""
"158";"LAYING";2;-0.984568489166667;"fBodyBodyAccJerkMag";"std()";""
"159";"LAYING";2;0.3417585745;"fBodyBodyAccJerkMag";"meanFreq()";""
"160";"LAYING";2;-0.972112972708333;"fBodyBodyGyroMag";"mean()";""
"161";"LAYING";2;-0.96109837875;"fBodyBodyGyroMag";"std()";""
"162";"LAYING";2;0.01856447223125;"fBodyBodyGyroMag";"meanFreq()";""
"163";"LAYING";2;-0.990248702291667;"fBodyBodyGyroJerkMag";"mean()";""
"164";"LAYING";2;-0.989492660416667;"fBodyBodyGyroJerkMag";"std()";""
"165";"LAYING";2;0.264801505395833;"fBodyBodyGyroJerkMag";"meanFreq()";""
"166";"LAYING";2;0.005791809625;"angle(tBodyAccMean,gravity)";"";""
"167";"LAYING";2;-0.00635557646875;"angle(tBodyAccJerkMean),gravityMean)";"";""
"168";"LAYING";2;0.0652860108125;"angle(tBodyGyroMean,gravityMean)";"";""
"169";"LAYING";2;-0.0293710088554167;"angle(tBodyGyroJerkMean,gravityMean)";"";""
"170";"LAYING";2;0.617423415625;"angle(X,gravityMean)";"";""
"171";"LAYING";2;-0.519732551458333;"angle(Y,gravityMean)";"";""
"172";"LAYING";2;-0.478928233958333;"angle(Z,gravityMean)";"";""
"173";"LAYING";3;0.275516852741935;"tBodyAcc";"mean()";"X"
"174";"LAYING";3;-0.0189556785048387;"tBodyAcc";"mean()";"Y"
"175";"LAYING";3;-0.101300477506452;"tBodyAcc";"mean()";"Z"
"176";"LAYING";3;-0.982776639193548;"tBodyAcc";"std()";"X"
"177";"LAYING";3;-0.962057544516129;"tBodyAcc";"std()";"Y"
"178";"LAYING";3;-0.96369103483871;"tBodyAcc";"std()";"Z"
"179";"LAYING";3;-0.241758478064516;"tGravityAcc";"mean()";"X"
"180";"LAYING";3;0.837032099677419;"tGravityAcc";"mean()";"Y"
"181";"LAYING";3;0.48870318516129;"tGravityAcc";"mean()";"Z"
"182";"LAYING";3;-0.982512193064516;"tGravityAcc";"std()";"X"
"183";"LAYING";3;-0.981202749677419;"tGravityAcc";"std()";"Y"
"184";"LAYING";3;-0.964807543870968;"tGravityAcc";"std()";"Z"
"185";"LAYING";3;0.0769811125806452;"tBodyAccJerk";"mean()";"X"
"186";"LAYING";3;0.0138041011306452;"tBodyAccJerk";"mean()";"Y"
"187";"LAYING";3;-0.00435625874355645;"tBodyAccJerk";"mean()";"Z"
"188";"LAYING";3;-0.98087931483871;"tBodyAccJerk";"std()";"X"
"189";"LAYING";3;-0.968710724677419;"tBodyAccJerk";"std()";"Y"
"190";"LAYING";3;-0.982093162903226;"tBodyAccJerk";"std()";"Z"
"191";"LAYING";3;-0.0208170540330645;"tBodyGyro";"mean()";"X"
"192";"LAYING";3;-0.0718507159435484;"tBodyGyro";"mean()";"Y"
"193";"LAYING";3;0.137999561112903;"tBodyGyro";"mean()";"Z"
"194";"LAYING";3;-0.974545752096774;"tBodyGyro";"std()";"X"
"195";"LAYING";3;-0.977272653709677;"tBodyGyro";"std()";"Y"
"196";"LAYING";3;-0.963505609032258;"tBodyGyro";"std()";"Z"
"197";"LAYING";3;-0.10004449883871;"tBodyGyroJerk";"mean()";"X"
"198";"LAYING";3;-0.0389771765322581;"tBodyGyroJerk";"mean()";"Y"
"199";"LAYING";3;-0.06873387;"tBodyGyroJerk";"mean()";"Z"
"200";"LAYING";3;-0.980328645;"tBodyGyroJerk";"std()";"X"
"201";"LAYING";3;-0.986762741935484;"tBodyGyroJerk";"std()";"Y"
"202";"LAYING";3;-0.983338279516129;"tBodyGyroJerk";"std()";"Z"
"203";"LAYING";3;-0.972791346129032;"tBodyAccMag";"mean()";""
"204";"LAYING";3;-0.964218176451613;"tBodyAccMag";"std()";""
"205";"LAYING";3;-0.972791346129032;"tGravityAccMag";"mean()";""
"206";"LAYING";3;-0.964218176451613;"tGravityAccMag";"std()";""
"207";"LAYING";3;-0.979484593387097;"tBodyAccJerkMag";"mean()";""
"208";"LAYING";3;-0.976121297903226;"tBodyAccJerkMag";"std()";""
"209";"LAYING";3;-0.951564751451613;"tBodyGyroMag";"mean()";""
"210";"LAYING";3;-0.954275110967742;"tBodyGyroMag";"std()";""
"211";"LAYING";3;-0.98671362516129;"tBodyGyroJerkMag";"mean()";""
"212";"LAYING";3;-0.983139255645161;"tBodyGyroJerkMag";"std()";""
"213";"LAYING";3;-0.980665609032258;"fBodyAcc";"mean()";"X"
"214";"LAYING";3;-0.961169982903226;"fBodyAcc";"mean()";"Y"
"215";"LAYING";3;-0.968332141612903;"fBodyAcc";"mean()";"Z"
"216";"LAYING";3;-0.983691129032258;"fBodyAcc";"std()";"X"
"217";"LAYING";3;-0.964094604193548;"fBodyAcc";"std()";"Y"
"218";"LAYING";3;-0.96327908016129;"fBodyAcc";"std()";"Z"
"219";"LAYING";3;-0.0739526439887097;"fBodyAcc";"meanFreq()";"X"
"220";"LAYING";3;0.238470751435484;"fBodyAcc";"meanFreq()";"Y"
"221";"LAYING";3;0.216971671672581;"fBodyAcc";"meanFreq()";"Z"
"222";"LAYING";3;-0.980513202258064;"fBodyAccJerk";"mean()";"X"
"223";"LAYING";3;-0.968752113709677;"fBodyAccJerk";"mean()";"Y"
"224";"LAYING";3;-0.979122344354839;"fBodyAccJerk";"mean()";"Z"
"225";"LAYING";3;-0.983122615967742;"fBodyAccJerk";"std()";"X"
"226";"LAYING";3;-0.971044012741936;"fBodyAccJerk";"std()";"Y"
"227";"LAYING";3;-0.983711904677419;"fBodyAccJerk";"std()";"Z"
"228";"LAYING";3;0.17597855438871;"fBodyAccJerk";"meanFreq()";"X"
"229";"LAYING";3;-0.0131774961758065;"fBodyAccJerk";"meanFreq()";"Y"
"230";"LAYING";3;0.0448196905903226;"fBodyAccJerk";"meanFreq()";"Z"
"231";"LAYING";3;-0.970167262903226;"fBodyGyro";"mean()";"X"
"232";"LAYING";3;-0.978099682258065;"fBodyGyro";"mean()";"Y"
"233";"LAYING";3;-0.962341960806452;"fBodyGyro";"mean()";"Z"
"234";"LAYING";3;-0.975986433709677;"fBodyGyro";"std()";"X"
"235";"LAYING";3;-0.977032495483871;"fBodyGyro";"std()";"Y"
"236";"LAYING";3;-0.967256854193548;"fBodyGyro";"std()";"Z"
"237";"LAYING";3;-0.0822166454290323;"fBodyGyro";"meanFreq()";"X"
"238";"LAYING";3;-0.0266820108903226;"fBodyGyro";"meanFreq()";"Y"
"239";"LAYING";3;0.147686455548065;"fBodyGyro";"meanFreq()";"Z"
"240";"LAYING";3;-0.96552427516129;"fBodyAccMag";"mean()";""
"241";"LAYING";3;-0.968350217419355;"fBodyAccMag";"std()";""
"242";"LAYING";3;0.236990127870968;"fBodyAccMag";"meanFreq()";""
"243";"LAYING";3;-0.975949597903226;"fBodyBodyAccJerkMag";"mean()";""
"244";"LAYING";3;-0.975305377903226;"fBodyBodyAccJerkMag";"std()";""
"245";"LAYING";3;0.238611133937097;"fBodyBodyAccJerkMag";"meanFreq()";""
"246";"LAYING";3;-0.96458672483871;"fBodyBodyGyroMag";"mean()";""
"247";"LAYING";3;-0.955441855806452;"fBodyBodyGyroMag";"std()";""
"248";"LAYING";3;-0.0229296114693548;"fBodyBodyGyroMag";"meanFreq()";""
"249";"LAYING";3;-0.984278251290323;"fBodyBodyGyroJerkMag";"mean()";""
"250";"LAYING";3;-0.982568158064516;"fBodyBodyGyroJerkMag";"std()";""
"251";"LAYING";3;0.110697704185484;"fBodyBodyGyroJerkMag";"meanFreq()";""
"252";"LAYING";3;0.0178959376270161;"angle(tBodyAccMean,gravity)";"";""
"253";"LAYING";3;0.0166479534356452;"angle(tBodyAccJerkMean),gravityMean)";"";""
"254";"LAYING";3;0.0455874765919355;"angle(tBodyGyroMean,gravityMean)";"";""
"255";"LAYING";3;0.0317261682790323;"angle(tBodyGyroJerkMean,gravityMean)";"";""
"256";"LAYING";3;0.423505857096774;"angle(X,gravityMean)";"";""
"257";"LAYING";3;-0.630062847096774;"angle(Y,gravityMean)";"";""
"258";"LAYING";3;-0.346243070483871;"angle(Z,gravityMean)";"";""
"259";"LAYING";4;0.263559214981481;"tBodyAcc";"mean()";"X"
"260";"LAYING";4;-0.0150031841055556;"tBodyAcc";"mean()";"Y"
"261";"LAYING";4;-0.110688150314815;"tBodyAcc";"mean()";"Z"
"262";"LAYING";4;-0.954193738888889;"tBodyAcc";"std()";"X"
"263";"LAYING";4;-0.941714042407407;"tBodyAcc";"std()";"Y"
"264";"LAYING";4;-0.962667314814815;"tBodyAcc";"std()";"Z"
"265";"LAYING";4;-0.420664662222222;"tGravityAcc";"mean()";"X"
"266";"LAYING";4;0.915165104259259;"tGravityAcc";"mean()";"Y"
"267";"LAYING";4;0.341531310555556;"tGravityAcc";"mean()";"Z"
"268";"LAYING";4;-0.921199965925926;"tGravityAcc";"std()";"X"
"269";"LAYING";4;-0.969816635740741;"tGravityAcc";"std()";"Y"
"270";"LAYING";4;-0.976176608888889;"tGravityAcc";"std()";"Z"
"271";"LAYING";4;0.0934494217777778;"tBodyAccJerk";"mean()";"X"
"272";"LAYING";4;0.00693313213968519;"tBodyAccJerk";"mean()";"Y"
"273";"LAYING";4;-0.00641054328740741;"tBodyAccJerk";"mean()";"Z"
"274";"LAYING";4;-0.978302781111111;"tBodyAccJerk";"std()";"X"
"275";"LAYING";4;-0.942209488333333;"tBodyAccJerk";"std()";"Y"
"276";"LAYING";4;-0.978511984259259;"tBodyAccJerk";"std()";"Z"
"277";"LAYING";4;-0.00923156347222222;"tBodyGyro";"mean()";"X"
"278";"LAYING";4;-0.0930128180759259;"tBodyGyro";"mean()";"Y"
"279";"LAYING";4;0.169720404092593;"tBodyGyro";"mean()";"Z"
"280";"LAYING";4;-0.973102422222222;"tBodyGyro";"std()";"X"
"281";"LAYING";4;-0.961109291851852;"tBodyGyro";"std()";"Y"
"282";"LAYING";4;-0.962073755;"tBodyGyro";"std()";"Z"
"283";"LAYING";4;-0.105019877685185;"tBodyGyroJerk";"mean()";"X"
"284";"LAYING";4;-0.0381230432222222;"tBodyGyroJerk";"mean()";"Y"
"285";"LAYING";4;-0.0712156288333333;"tBodyGyroJerk";"mean()";"Z"
"286";"LAYING";4;-0.975103204259259;"tBodyGyroJerk";"std()";"X"
"287";"LAYING";4;-0.986855629814815;"tBodyGyroJerk";"std()";"Y"
"288";"LAYING";4;-0.983965359814815;"tBodyGyroJerk";"std()";"Z"
"289";"LAYING";4;-0.954557603148148;"tBodyAccMag";"mean()";""
"290";"LAYING";4;-0.931292216611111;"tBodyAccMag";"std()";""
"291";"LAYING";4;-0.954557603148148;"tGravityAccMag";"mean()";""
"292";"LAYING";4;-0.931292216611111;"tGravityAccMag";"std()";""
"293";"LAYING";4;-0.970095771666667;"tBodyAccJerkMag";"mean()";""
"294";"LAYING";4;-0.960786430740741;"tBodyAccJerkMag";"std()";""
"295";"LAYING";4;-0.930236462592593;"tBodyGyroMag";"mean()";""
"296";"LAYING";4;-0.947031781666667;"tBodyGyroMag";"std()";""
"297";"LAYING";4;-0.985068502037037;"tBodyGyroJerkMag";"mean()";""
"298";"LAYING";4;-0.982698213703704;"tBodyGyroJerkMag";"std()";""
"299";"LAYING";4;-0.958802077592593;"fBodyAcc";"mean()";"X"
"300";"LAYING";4;-0.938883374444444;"fBodyAcc";"mean()";"Y"
"301";"LAYING";4;-0.967504278888889;"fBodyAcc";"mean()";"Z"
"302";"LAYING";4;-0.952464881481481;"fBodyAcc";"std()";"X"
"303";"LAYING";4;-0.946380971111111;"fBodyAcc";"std()";"Y"
"304";"LAYING";4;-0.962154454259259;"fBodyAcc";"std()";"Z"
"305";"LAYING";4;-0.274194618766667;"fBodyAcc";"meanFreq()";"X"
"306";"LAYING";4;0.366231448994444;"fBodyAcc";"meanFreq()";"Y"
"307";"LAYING";4;0.201329591976111;"fBodyAcc";"meanFreq()";"Z"
"308";"LAYING";4;-0.978542457407407;"fBodyAccJerk";"mean()";"X"
"309";"LAYING";4;-0.943969987222222;"fBodyAccJerk";"mean()";"Y"
"310";"LAYING";4;-0.975383329444444;"fBodyAccJerk";"mean()";"Z"
"311";"LAYING";4;-0.980079292592593;"fBodyAccJerk";"std()";"X"
"312";"LAYING";4;-0.944366881666667;"fBodyAccJerk";"std()";"Y"
"313";"LAYING";4;-0.980261236296296;"fBodyAccJerk";"std()";"Z"
"314";"LAYING";4;0.182436483157407;"fBodyAccJerk";"meanFreq()";"X"
"315";"LAYING";4;0.0987428836296296;"fBodyAccJerk";"meanFreq()";"Y"
"316";"LAYING";4;0.0770211165;"fBodyAccJerk";"meanFreq()";"Z"
"317";"LAYING";4;-0.967203736481482;"fBodyGyro";"mean()";"X"
"318";"LAYING";4;-0.972187839074074;"fBodyGyro";"mean()";"Y"
"319";"LAYING";4;-0.961479262592593;"fBodyGyro";"mean()";"Z"
"320";"LAYING";4;-0.975094739444444;"fBodyGyro";"std()";"X"
"321";"LAYING";4;-0.956182500185185;"fBodyGyro";"std()";"Y"
"322";"LAYING";4;-0.965807466666667;"fBodyGyro";"std()";"Z"
"323";"LAYING";4;-0.0660921823944444;"fBodyGyro";"meanFreq()";"X"
"324";"LAYING";4;-0.526889995562963;"fBodyGyro";"meanFreq()";"Y"
"325";"LAYING";4;0.152886311603704;"fBodyGyro";"meanFreq()";"Z"
"326";"LAYING";4;-0.939389701296296;"fBodyAccMag";"mean()";""
"327";"LAYING";4;-0.937187975962963;"fBodyAccMag";"std()";""
"328";"LAYING";4;0.241697899814815;"fBodyAccMag";"meanFreq()";""
"329";"LAYING";4;-0.96228712537037;"fBodyBodyAccJerkMag";"mean()";""
"330";"LAYING";4;-0.958037119259259;"fBodyBodyAccJerkMag";"std()";""
"331";"LAYING";4;0.274027349574074;"fBodyBodyAccJerkMag";"meanFreq()";""
"332";"LAYING";4;-0.961556660185185;"fBodyBodyGyroMag";"mean()";""
"333";"LAYING";4;-0.947100325185185;"fBodyBodyGyroMag";"std()";""
"334";"LAYING";4;-0.259851969798148;"fBodyBodyGyroMag";"meanFreq()";""
"335";"LAYING";4;-0.983609073333333;"fBodyBodyGyroJerkMag";"mean()";""
"336";"LAYING";4;-0.982543631666667;"fBodyBodyGyroJerkMag";"std()";""
"337";"LAYING";4;0.202949381537037;"fBodyBodyGyroJerkMag";"meanFreq()";""
"338";"LAYING";4;-0.00235775253703703;"angle(tBodyAccMean,gravity)";"";""
"339";"LAYING";4;-0.0155037568068519;"angle(tBodyAccJerkMean),gravityMean)";"";""
"340";"LAYING";4;0.0071296052962963;"angle(tBodyGyroMean,gravityMean)";"";""
"341";"LAYING";4;0.036656730987037;"angle(tBodyGyroJerkMean,gravityMean)";"";""
"342";"LAYING";4;0.553489757592593;"angle(X,gravityMean)";"";""
"343";"LAYING";4;-0.763217167407407;"angle(Y,gravityMean)";"";""
"344";"LAYING";4;-0.229790432925926;"angle(Z,gravityMean)";"";""
"345";"LAYING";5;0.278334325576923;"tBodyAcc";"mean()";"X"
"346";"LAYING";5;-0.0183042123269231;"tBodyAcc";"mean()";"Y"
"347";"LAYING";5;-0.107937603673077;"tBodyAcc";"mean()";"Z"
"348";"LAYING";5;-0.965934509615385;"tBodyAcc";"std()";"X"
"349";"LAYING";5;-0.969295613269231;"tBodyAcc";"std()";"Y"
"350";"LAYING";5;-0.968562516346154;"tBodyAcc";"std()";"Z"
"351";"LAYING";5;-0.483470597692308;"tGravityAcc";"mean()";"X"
"352";"LAYING";5;0.954890346153846;"tGravityAcc";"mean()";"Y"
"353";"LAYING";5;0.263644691923077;"tGravityAcc";"mean()";"Z"
